"LAKENUMBER_TO_USE"	"Lac"	"Mesure"	"date"	"Green_Algae_ug.L"	"Bluegreen_ug.L"	"Diatoms_ug.L"	"Cryptophyta_ug.L"	"Yellow.sub_ug.L"	"Total_conc_ug.L"	"treatment"	"Year"	"Month"	"Day"
16	"LAC 16"	"Mesure 1"	2016-04-14 17:00:00	5.84333333333333	0	2.06666666666667	0	0.646666666666667	7.91	"Perch - Phosphorus"	2016	4	14
16	"LAC 16"	"Mesure 1"	2016-01-13 17:48:00	6.01666666666667	0	3.82	0	0.156666666666667	9.83333333333333	"Perch - Phosphorus"	2016	1	13
16	"LAC 16"	"Mesure 1"	2016-07-20 15:32:00	1.13333333333333	0.126666666666667	1.01666666666667	0	0.51	2.28	"Perch - Phosphorus"	2016	7	20
16	"LAC 16"	"Mesure 1"	2016-05-17 16:23:00	2.11333333333333	0	1.06	0	0.456666666666667	3.17333333333333	"Perch - Phosphorus"	2016	5	17
16	"LAC 16"	"Mesure 1"	2016-11-21 17:44:00	2.55	0	2.81666666666667	0	1.06666666666667	5.37333333333333	"Perch - Phosphorus"	2016	11	21
16	"LAC 16"	"Mesure 1"	2016-02-17 16:36:00	5.91333333333333	0.04	3.19	0	0.2	9.14	"Perch - Phosphorus"	2016	2	17
16	"LAC 16"	"Mesure 1"	2016-08-23 15:14:00	3.27	0	6.21	0	1.30666666666667	9.48333333333333	"Perch - Phosphorus"	2016	8	23
16	"LAC 16"	"Mesure 1"	2016-12-15 18:22:40	3.74	0.21	0.87	0	1.06	4.82333333333333	"Perch - Phosphorus"	2016	12	15
16	"LAC 16"	"Mesure 1"	2016-03-22 15:33:00	3.40333333333333	0	3.56333333333333	0	0.803333333333333	6.96333333333333	"Perch - Phosphorus"	2016	3	22
16	"LAC 16"	"Mesure 1"	2016-09-22 14:53:00	6.74333333333333	0.07	0.0633333333333333	0	1.13333333333333	6.87666666666667	"Perch - Phosphorus"	2016	9	22
16	"LAC 16"	"Mesure 1"	2016-10-18 15:47:00	4.83666666666667	0.0366666666666667	0.403333333333333	0	1.09666666666667	5.28	"Perch - Phosphorus"	2016	10	18
1	"LAC 1"	"Mesure 1"	2017-02-06 17:36:20	47.05	0.42	0	0	2.12333333333333	47.4733333333333	"No perch - Phosphorus"	2017	2	6
1	"LAC 1"	"Mesure 1"	2017-02-22 12:05:00	40.07	1.49666666666667	1.16	0	1.81	42.7266666666667	"No perch - Phosphorus"	2017	2	22
1	"LAC 1"	"Mesure 1"	2017-10-12 11:48:00	34.67	0	0.483333333333333	0	1.65333333333333	35.1533333333333	"No perch - Phosphorus"	2017	10	12
1	"LAC 1"	"Mesure 1"	2017-03-15 14:00:00	49.17	5.14333333333333	0	0	2.35333333333333	54.3166666666667	"No perch - Phosphorus"	2017	3	15
1	"LAC 1"	"Mesure 1"	2017-11-13 11:58:00	29.8	1.79666666666667	0	0	2.51	31.5966666666667	"No perch - Phosphorus"	2017	11	13
1	"LAC 1"	"Mesure 1"	2017-04-11 14:04:00	27.9533333333333	0	9.87333333333333	0	0.766666666666667	37.8266666666667	"No perch - Phosphorus"	2017	4	11
1	"LAC 1"	"Mesure 1"	2017-06-12 15:28:00	7.2	0	2.14666666666667	0	0.906666666666667	9.35333333333333	"No perch - Phosphorus"	2017	6	12
1	"LAC 1"	"Mesure 1"	2017-07-13 15:03:00	11.89	0.0566666666666667	1.56	0	0.816666666666667	13.5066666666667	"No perch - Phosphorus"	2017	7	13
1	"LAC 1"	"Mesure 1"	2017-12-15 13:59:00	27.2866666666667	1.43	0	0	2.06333333333333	28.72	"No perch - Phosphorus"	2017	12	15
1	"LAC 1"	"Mesure 1"	2017-05-17 16:15:00	5.91	0.736666666666667	1.15333333333333	0	1.08	7.80333333333333	"No perch - Phosphorus"	2017	5	17
1	"LAC 1"	"Mesure 1"	2017-09-11 15:24:00	21.9433333333333	0.266666666666667	0.693333333333333	0	1.17	22.91	"No perch - Phosphorus"	2017	9	11
1	"LAC 1"	"Mesure 1"	2017-08-21 16:21:00	12.7733333333333	0.106666666666667	2.85333333333333	0	1.11333333333333	15.73	"No perch - Phosphorus"	2017	8	21
2	"LAC 2"	"Mesure 1"	2017-02-06 17:40:00	1.93666666666667	0.276666666666667	3.26	0	0.67	5.47	"No perch - Control"	2017	2	6
2	"LAC 2"	"Mesure 1"	2017-03-15 14:03:00	0.76	1.17	0.79	0	0.95	2.72333333333333	"No perch - Control"	2017	3	15
2	"LAC 2"	"Mesure 1"	2017-11-13 12:00:00	7.42	1.76333333333333	6.50666666666667	1.21333333333333	1.63666666666667	16.91	"No perch - Control"	2017	11	13
2	"LAC 2"	"Mesure 1"	2017-02-22 12:07:00	1.61	0.396666666666667	1.68	0.296666666666667	0.786666666666667	3.99	"No perch - Control"	2017	2	22
2	"LAC 2"	"Mesure 1"	2017-06-12 15:30:00	5.55333333333333	0.466666666666667	0.653333333333333	0	0.966666666666667	6.66666666666667	"No perch - Control"	2017	6	12
2	"LAC 2"	"Mesure 1"	2017-10-12 11:51:00	12.4	1.32666666666667	3.03333333333333	0	1.10666666666667	16.7566666666667	"No perch - Control"	2017	10	12
2	"LAC 2"	"Mesure 1"	2017-12-15 14:01:00	1.71	1.71333333333333	3.46333333333333	1.33333333333333	2.04333333333333	8.21666666666667	"No perch - Control"	2017	12	15
2	"LAC 2"	"Mesure 1"	2017-07-13 15:05:00	24.45	0.103333333333333	0.526666666666667	0	1.13333333333333	25.0766666666667	"No perch - Control"	2017	7	13
2	"LAC 2"	"Mesure 1"	2017-05-17 16:18:00	1.45333333333333	0.986666666666667	1.27666666666667	0	0.756666666666667	3.72	"No perch - Control"	2017	5	17
2	"LAC 2"	"Mesure 1"	2017-04-11 14:07:00	2.15333333333333	0.88	1.98333333333333	0	0.833333333333333	5.02	"No perch - Control"	2017	4	11
2	"LAC 2"	"Mesure 1"	2017-08-21 16:22:20	45.8933333333333	1.07666666666667	0	0	1.14666666666667	46.9666666666667	"No perch - Control"	2017	8	21
2	"LAC 2"	"Mesure 1"	2017-09-11 15:26:00	39.8633333333333	0.92	1.41333333333333	0	0.893333333333333	42.2	"No perch - Control"	2017	9	11
3	"LAC 3"	"Mesure 1"	2017-08-21 16:24:00	46.4733333333333	0.823333333333333	1.20666666666667	0	0.886666666666667	48.5033333333333	"Perch - Phosphorus"	2017	8	21
3	"LAC 3"	"Mesure 1"	2017-06-12 15:32:00	6.26333333333333	0.796666666666667	5.34	0	1.41333333333333	12.4	"Perch - Phosphorus"	2017	6	12
3	"LAC 3"	"Mesure 1"	2017-09-11 15:29:00	55.0466666666667	0.986666666666667	2.58333333333333	0	0.88	58.6166666666667	"Perch - Phosphorus"	2017	9	11
3	"LAC 3"	"Mesure 1"	2017-11-13 12:02:00	4.51	2.40666666666667	7.01666666666667	0	3.63333333333333	13.9366666666667	"Perch - Phosphorus"	2017	11	13
3	"LAC 3"	"Mesure 1"	2017-10-12 11:54:00	11.4366666666667	1.45666666666667	3.53333333333333	0	1.32	16.4266666666667	"Perch - Phosphorus"	2017	10	12
3	"LAC 3"	"Mesure 1"	2017-12-15 14:03:40	1.83	1.79333333333333	0.413333333333333	1.25666666666667	2.27333333333333	5.29333333333333	"Perch - Phosphorus"	2017	12	15
3	"LAC 3"	"Mesure 1"	2017-04-11 14:09:00	4.15666666666667	0.81	5.75666666666667	0	1.00666666666667	10.72	"Perch - Phosphorus"	2017	4	11
3	"LAC 3"	"Mesure 1"	2017-02-22 12:09:20	1.27333333333333	0.32	1.26666666666667	0.07	0.71	2.93333333333333	"Perch - Phosphorus"	2017	2	22
3	"LAC 3"	"Mesure 1"	2017-03-15 14:06:00	3.86	0.463333333333333	2.19333333333333	0	0.87	6.52	"Perch - Phosphorus"	2017	3	15
3	"LAC 3"	"Mesure 1"	2017-02-06 17:43:00	3.10666666666667	0.39	1.55666666666667	0.3	0.753333333333333	5.35666666666667	"Perch - Phosphorus"	2017	2	6
3	"LAC 3"	"Mesure 1"	2017-05-17 16:20:00	3.64	6.62666666666667	1.62	0	1.24666666666667	11.8866666666667	"Perch - Phosphorus"	2017	5	17
3	"LAC 3"	"Mesure 1"	2017-07-13 15:07:00	3.67	2.96666666666667	2.02	0.33	1.28666666666667	8.98333333333333	"Perch - Phosphorus"	2017	7	13
4	"LAC 4"	"Mesure 1"	2017-10-12 11:57:00	13.2666666666667	1.28666666666667	3.30666666666667	0	1.82	17.8566666666667	"Perch - Control"	2017	10	12
4	"LAC 4"	"Mesure 1"	2017-02-22 12:12:00	16.6666666666667	3.51	8.15333333333333	0	1.05	28.33	"Perch - Control"	2017	2	22
4	"LAC 4"	"Mesure 1"	2017-09-11 15:31:00	57.7866666666667	0.5	2.42333333333333	0	1.71333333333333	60.7066666666667	"Perch - Control"	2017	9	11
4	"LAC 4"	"Mesure 1"	2017-02-06 17:46:00	15.33	3.49	11.2166666666667	0	0.84	30.0366666666667	"Perch - Control"	2017	2	6
4	"LAC 4"	"Mesure 1"	2017-06-12 15:34:00	16.41	1.51666666666667	0.706666666666667	0	1.60666666666667	18.6366666666667	"Perch - Control"	2017	6	12
4	"LAC 4"	"Mesure 1"	2017-04-11 14:11:40	41.7166666666667	21.8033333333333	0	0	1.09333333333333	63.5166666666667	"Perch - Control"	2017	4	11
4	"LAC 4"	"Mesure 1"	2017-12-15 14:05:00	3.08	1.71	6.56	1.87666666666667	3.18	13.23	"Perch - Control"	2017	12	15
4	"LAC 4"	"Mesure 1"	2017-11-13 12:04:00	7.06333333333333	1.48	2.89	0	3.4	11.4333333333333	"Perch - Control"	2017	11	13
4	"LAC 4"	"Mesure 1"	2017-05-17 16:23:00	11.36	5.83	11.81	0	3.06	29.0033333333333	"Perch - Control"	2017	5	17
4	"LAC 4"	"Mesure 1"	2017-03-15 14:12:00	32.0133333333333	6.66333333333333	0.176666666666667	0	0.673333333333333	38.85	"Perch - Control"	2017	3	15
4	"LAC 4"	"Mesure 1"	2017-08-21 16:26:00	60.1466666666667	0.703333333333333	2.29	0	2.07	63.14	"Perch - Control"	2017	8	21
4	"LAC 4"	"Mesure 1"	2017-07-13 15:10:00	6.89666666666667	2.13	2.41666666666667	0	1.3	11.45	"Perch - Control"	2017	7	13
5	"LAC 5"	"Mesure 1"	2017-09-11 15:33:00	25.4533333333333	0	4.10333333333333	0	1.53	29.56	"Perch - Control"	2017	9	11
5	"LAC 5"	"Mesure 1"	2017-02-06 17:48:20	5.81666666666667	0.39	2.6	0	1.01333333333333	8.80333333333333	"Perch - Control"	2017	2	6
5	"LAC 5"	"Mesure 1"	2017-12-15 14:07:40	26.9066666666667	0.276666666666667	0	0	3.58666666666667	27.1833333333333	"Perch - Control"	2017	12	15
5	"LAC 5"	"Mesure 1"	2017-04-11 14:14:00	1.65333333333333	2.19	3.35333333333333	0	1.22	7.18666666666667	"Perch - Control"	2017	4	11
5	"LAC 5"	"Mesure 1"	2017-10-12 11:59:00	58.7133333333333	0	2.60333333333333	0	2.44	61.3133333333333	"Perch - Control"	2017	10	12
5	"LAC 5"	"Mesure 1"	2017-05-17 16:25:00	1.68333333333333	0.39	1.02666666666667	0	1.11	3.1	"Perch - Control"	2017	5	17
5	"LAC 5"	"Mesure 1"	2017-03-15 14:17:00	5.89333333333333	0.756666666666667	2.15	0	0.786666666666667	8.8	"Perch - Control"	2017	3	15
5	"LAC 5"	"Mesure 1"	2017-02-22 12:14:00	3.33333333333333	0.27	1.68	0.483333333333333	1.23666666666667	5.76333333333333	"Perch - Control"	2017	2	22
5	"LAC 5"	"Mesure 1"	2017-07-13 15:12:00	9.77666666666667	0.12	3.64333333333333	0	1.17	13.5433333333333	"Perch - Control"	2017	7	13
5	"LAC 5"	"Mesure 1"	2017-06-12 15:36:00	5.73	0	2.33333333333333	0	1.07333333333333	8.06	"Perch - Control"	2017	6	12
5	"LAC 5"	"Mesure 1"	2017-08-21 16:27:40	20.3233333333333	0	2.41	0	1.18333333333333	22.7333333333333	"Perch - Control"	2017	8	21
5	"LAC 5"	"Mesure 1"	2017-11-13 12:05:40	55.57	0	0	0	3.70666666666667	55.57	"Perch - Control"	2017	11	13
6	"LAC 6"	"Mesure 1"	2017-06-12 15:38:00	4.86	0.476666666666667	2.05666666666667	0	1.27333333333333	7.39666666666667	"Perch - Phosphorus"	2017	6	12
6	"LAC 6"	"Mesure 1"	2017-04-11 14:16:00	9.69333333333333	0	4.11333333333333	0	1.12333333333333	13.81	"Perch - Phosphorus"	2017	4	11
6	"LAC 6"	"Mesure 1"	2017-11-13 12:07:00	42.9266666666667	0.07	2.01333333333333	0	2.67333333333333	45.0166666666667	"Perch - Phosphorus"	2017	11	13
6	"LAC 6"	"Mesure 1"	2017-05-17 16:27:20	9.59	1.56666666666667	1.01666666666667	0	2.03333333333333	12.1733333333333	"Perch - Phosphorus"	2017	5	17
6	"LAC 6"	"Mesure 1"	2017-12-15 14:09:40	31.21	2.44	0.533333333333333	0	2.66333333333333	34.1766666666667	"Perch - Phosphorus"	2017	12	15
6	"LAC 6"	"Mesure 1"	2017-02-22 12:16:40	14.92	0.233333333333333	0.156666666666667	0	1.86333333333333	15.3066666666667	"Perch - Phosphorus"	2017	2	22
6	"LAC 6"	"Mesure 1"	2017-03-15 14:19:20	16.9	0	2.12666666666667	0	1.57	19.0233333333333	"Perch - Phosphorus"	2017	3	15
6	"LAC 6"	"Mesure 1"	2017-08-21 16:30:00	28.9433333333333	0.86	7.35	0	2.74666666666667	37.1533333333333	"Perch - Phosphorus"	2017	8	21
6	"LAC 6"	"Mesure 1"	2017-02-06 17:51:00	11.28	0.496666666666667	3.20666666666667	0	1.98333333333333	14.9833333333333	"Perch - Phosphorus"	2017	2	6
6	"LAC 6"	"Mesure 1"	2017-10-12 12:02:00	21.7033333333333	0.823333333333333	4.32333333333333	0	2.43333333333333	26.8466666666667	"Perch - Phosphorus"	2017	10	12
6	"LAC 6"	"Mesure 1"	2017-07-13 15:13:40	9.14333333333333	0.566666666666667	1.75666666666667	0	1.57	11.4666666666667	"Perch - Phosphorus"	2017	7	13
6	"LAC 6"	"Mesure 1"	2017-09-11 15:36:00	28.97	0.843333333333333	2.54666666666667	0	3.10333333333333	32.36	"Perch - Phosphorus"	2017	9	11
7	"LAC 7"	"Mesure 1"	2017-08-21 16:32:20	11.26	0.706666666666667	4.49666666666667	0	1.06666666666667	16.46	"No perch - Control"	2017	8	21
7	"LAC 7"	"Mesure 1"	2017-11-13 12:09:00	1.57	1.86	3.97333333333333	0	2.71333333333333	7.40333333333333	"No perch - Control"	2017	11	13
7	"LAC 7"	"Mesure 1"	2017-06-12 15:40:00	3.11	0.216666666666667	3.13	0	1.12	6.46333333333333	"No perch - Control"	2017	6	12
7	"LAC 7"	"Mesure 1"	2017-12-15 14:13:00	6.96	1.78666666666667	6.19666666666667	0	1.94333333333333	14.9433333333333	"No perch - Control"	2017	12	15
7	"LAC 7"	"Mesure 1"	2017-02-22 12:20:00	11.37	0.17	8.05666666666667	0	0.786666666666667	19.6033333333333	"No perch - Control"	2017	2	22
7	"LAC 7"	"Mesure 1"	2017-10-12 12:04:00	11.8933333333333	0.703333333333333	4.15333333333333	0	1.5	16.75	"No perch - Control"	2017	10	12
7	"LAC 7"	"Mesure 1"	2017-02-06 17:53:00	9.81333333333333	0.273333333333333	7.65666666666667	0	0.76	17.74	"No perch - Control"	2017	2	6
7	"LAC 7"	"Mesure 1"	2017-07-13 15:15:20	5.27333333333333	0.53	3.55	0	1.26666666666667	9.35666666666667	"No perch - Control"	2017	7	13
7	"LAC 7"	"Mesure 1"	2017-03-15 14:22:20	17.0066666666667	2.19	1.04666666666667	0	0.793333333333333	20.2433333333333	"No perch - Control"	2017	3	15
7	"LAC 7"	"Mesure 1"	2017-05-17 16:29:00	6.46333333333333	0.573333333333333	2.46	0	1.21666666666667	9.5	"No perch - Control"	2017	5	17
7	"LAC 7"	"Mesure 1"	2017-04-11 14:18:20	14.58	0	0.576666666666667	0	0.936666666666667	15.1566666666667	"No perch - Control"	2017	4	11
7	"LAC 7"	"Mesure 1"	2017-09-11 15:37:20	6.56666666666667	0.783333333333333	4.92666666666667	0	1.23	12.2766666666667	"No perch - Control"	2017	9	11
8	"LAC 8"	"Mesure 1"	2017-02-22 12:22:00	7.99	0.603333333333333	0.263333333333333	0.0366666666666667	3.10666666666667	8.89333333333333	"No perch - Phosphorus"	2017	2	22
8	"LAC 8"	"Mesure 1"	2017-11-13 12:11:00	15.64	1.16666666666667	0.696666666666667	0	1.98666666666667	17.5066666666667	"No perch - Phosphorus"	2017	11	13
8	"LAC 8"	"Mesure 1"	2017-07-13 15:17:00	8.78666666666667	0.81	1.03	0	1.42333333333333	10.63	"No perch - Phosphorus"	2017	7	13
8	"LAC 8"	"Mesure 1"	2017-10-12 12:07:00	12.7533333333333	2.38	1.96	0	1.77666666666667	17.0933333333333	"No perch - Phosphorus"	2017	10	12
8	"LAC 8"	"Mesure 1"	2017-02-06 18:06:00	22.8633333333333	0.293333333333333	1.77333333333333	0	2.39666666666667	24.9333333333333	"No perch - Phosphorus"	2017	2	6
8	"LAC 8"	"Mesure 1"	2017-08-21 16:34:00	69.5166666666667	0	0	0	1.97666666666667	69.5166666666667	"No perch - Phosphorus"	2017	8	21
8	"LAC 8"	"Mesure 1"	2017-04-11 14:21:00	2.81	0.243333333333333	2.63	0.0333333333333333	1.61666666666667	5.71666666666667	"No perch - Phosphorus"	2017	4	11
8	"LAC 8"	"Mesure 1"	2017-03-15 14:26:00	7.52	0.723333333333333	0.993333333333333	0	3.12333333333333	9.24333333333333	"No perch - Phosphorus"	2017	3	15
8	"LAC 8"	"Mesure 1"	2017-06-12 15:42:00	7.54333333333333	4.65333333333333	9.99666666666667	0	2.18666666666667	22.19	"No perch - Phosphorus"	2017	6	12
8	"LAC 8"	"Mesure 1"	2017-05-17 16:32:00	3.45333333333333	0.03	4.99	0	1.30333333333333	8.47	"No perch - Phosphorus"	2017	5	17
8	"LAC 8"	"Mesure 1"	2017-09-11 15:39:00	73.8066666666667	0	0	0	1.61	73.8066666666667	"No perch - Phosphorus"	2017	9	11
8	"LAC 8"	"Mesure 1"	2017-12-15 14:15:00	4.94666666666667	1.93666666666667	6.88666666666667	0	2.42333333333333	13.77	"No perch - Phosphorus"	2017	12	15
9	"LAC 9"	"Mesure 1"	2017-04-11 14:23:00	5.77333333333333	0.846666666666667	0.563333333333333	0	1.55	7.19	"Perch - Phosphorus"	2017	4	11
9	"LAC 9"	"Mesure 1"	2017-07-13 15:19:00	6.34	0	6.02666666666667	0	0.903333333333333	12.3666666666667	"Perch - Phosphorus"	2017	7	13
9	"LAC 9"	"Mesure 1"	2017-03-15 14:29:20	15.1133333333333	0.293333333333333	0.946666666666667	0	2.34	16.35	"Perch - Phosphorus"	2017	3	15
9	"LAC 9"	"Mesure 1"	2017-12-15 14:17:20	0	1.56666666666667	2.88	1.25	2.59	5.7	"Perch - Phosphorus"	2017	12	15
9	"LAC 9"	"Mesure 1"	2017-10-12 12:09:00	1.4	0.56	6.84666666666667	0	2.10333333333333	8.80666666666667	"Perch - Phosphorus"	2017	10	12
9	"LAC 9"	"Mesure 1"	2017-11-13 12:13:00	0	1.22	5.43666666666667	1.12666666666667	2.88333333333333	7.78	"Perch - Phosphorus"	2017	11	13
9	"LAC 9"	"Mesure 1"	2017-08-21 16:37:00	4.17333333333333	0.716666666666667	3.83	0	1.53333333333333	8.71666666666667	"Perch - Phosphorus"	2017	8	21
9	"LAC 9"	"Mesure 1"	2017-02-22 12:24:00	12.2833333333333	0	2.70666666666667	0	2.02	14.99	"Perch - Phosphorus"	2017	2	22
9	"LAC 9"	"Mesure 1"	2017-02-06 18:08:40	12.3933333333333	0	3.65	0	1.69666666666667	16.0433333333333	"Perch - Phosphorus"	2017	2	6
9	"LAC 9"	"Mesure 1"	2017-05-17 16:34:00	4.73333333333333	0.146666666666667	0.503333333333333	0	1.31	5.38333333333333	"Perch - Phosphorus"	2017	5	17
9	"LAC 9"	"Mesure 1"	2017-06-12 15:44:00	2.77666666666667	0.143333333333333	1.63333333333333	0	0.983333333333333	4.55333333333333	"Perch - Phosphorus"	2017	6	12
9	"LAC 9"	"Mesure 1"	2017-09-11 15:41:00	1.75666666666667	0.42	4.06666666666667	0	1.67666666666667	6.24333333333333	"Perch - Phosphorus"	2017	9	11
10	"LAC 10"	"Mesure 1"	2017-02-06 18:11:00	3.11333333333333	0.05	8.49666666666667	0	1.02333333333333	11.66	"Perch - Control"	2017	2	6
10	"LAC 10"	"Mesure 1"	2017-07-13 15:21:20	16.6866666666667	0.0766666666666667	1.48333333333333	0	1.21	18.25	"Perch - Control"	2017	7	13
10	"LAC 10"	"Mesure 1"	2017-03-15 14:33:40	2.97666666666667	0.546666666666667	1.40333333333333	0	1.08666666666667	4.92666666666667	"Perch - Control"	2017	3	15
10	"LAC 10"	"Mesure 1"	2017-06-12 15:46:00	9.48333333333333	0	3.54666666666667	0	1.15666666666667	13.03	"Perch - Control"	2017	6	12
10	"LAC 10"	"Mesure 1"	2017-09-11 15:44:00	6.83666666666667	1.09666666666667	2.43666666666667	0	1.66	10.3733333333333	"Perch - Control"	2017	9	11
10	"LAC 10"	"Mesure 1"	2017-11-13 12:14:20	0.533333333333333	0.45	1.24666666666667	0.59	2.05666666666667	2.82333333333333	"Perch - Control"	2017	11	13
10	"LAC 10"	"Mesure 1"	2017-10-12 12:11:00	2.2	0.56	7.55333333333333	0	2.04666666666667	10.32	"Perch - Control"	2017	10	12
10	"LAC 10"	"Mesure 1"	2017-12-15 14:19:40	0.22	1.23	4.93	0	2.12	6.38	"Perch - Control"	2017	12	15
10	"LAC 10"	"Mesure 1"	2017-04-11 14:25:00	8.01333333333333	1.30333333333333	3.28666666666667	0	1.06666666666667	12.6	"Perch - Control"	2017	4	11
10	"LAC 10"	"Mesure 1"	2017-08-21 16:39:00	4.61333333333333	0.38	2.31	0	1.35666666666667	7.30333333333333	"Perch - Control"	2017	8	21
10	"LAC 10"	"Mesure 1"	2017-02-22 12:26:00	4.06666666666667	0	4.66	0	0.86	8.73	"Perch - Control"	2017	2	22
10	"LAC 10"	"Mesure 1"	2017-05-17 16:36:00	3.27	0.01	1.22	0	0.846666666666667	4.49666666666667	"Perch - Control"	2017	5	17
11	"LAC 11"	"Mesure 1"	2017-11-13 12:16:00	2.57	0.62	1.85333333333333	0.653333333333333	2.16333333333333	5.69666666666667	"No perch - Phosphorus"	2017	11	13
11	"LAC 11"	"Mesure 1"	2017-02-06 18:13:00	10.4933333333333	0	10.9933333333333	0	0.59	21.4866666666667	"No perch - Phosphorus"	2017	2	6
11	"LAC 11"	"Mesure 1"	2017-12-15 14:21:40	3.41	1.15666666666667	6.06666666666667	1.17333333333333	1.43	11.8033333333333	"No perch - Phosphorus"	2017	12	15
11	"LAC 11"	"Mesure 1"	2017-03-15 14:37:00	5.36666666666667	0.00666666666666667	2.35333333333333	0	0.956666666666667	7.72666666666667	"No perch - Phosphorus"	2017	3	15
11	"LAC 11"	"Mesure 1"	2017-07-13 15:23:20	17.7766666666667	0	3.71333333333333	0	1.54666666666667	21.49	"No perch - Phosphorus"	2017	7	13
11	"LAC 11"	"Mesure 1"	2017-06-12 15:48:00	10.8666666666667	0	2.95666666666667	0	1.2	13.8233333333333	"No perch - Phosphorus"	2017	6	12
11	"LAC 11"	"Mesure 1"	2017-02-22 12:28:00	5.16333333333333	0	3.92333333333333	0	1.09	9.08666666666667	"No perch - Phosphorus"	2017	2	22
11	"LAC 11"	"Mesure 1"	2017-10-12 12:13:40	1.87666666666667	0.483333333333333	6.07	0	1.90666666666667	8.43333333333333	"No perch - Phosphorus"	2017	10	12
11	"LAC 11"	"Mesure 1"	2017-04-11 14:27:40	3.21666666666667	0.0233333333333333	3.96666666666667	0	1.32666666666667	7.20666666666667	"No perch - Phosphorus"	2017	4	11
11	"LAC 11"	"Mesure 1"	2017-09-11 15:45:40	5.38666666666667	0.0866666666666667	1.16666666666667	0	1.12333333333333	6.64666666666667	"No perch - Phosphorus"	2017	9	11
11	"LAC 11"	"Mesure 1"	2017-08-21 16:41:00	16.02	0	0.876666666666667	0	1.28	16.8966666666667	"No perch - Phosphorus"	2017	8	21
11	"LAC 11"	"Mesure 1"	2017-05-17 16:38:00	4.02666666666667	0.45	2.64666666666667	0	1.22	7.12333333333333	"No perch - Phosphorus"	2017	5	17
12	"LAC 12"	"Mesure 1"	2017-07-13 15:25:00	8.48333333333333	0.0866666666666667	2.97	0	1.26333333333333	11.5433333333333	"No perch - Control"	2017	7	13
12	"LAC 12"	"Mesure 1"	2017-10-12 12:16:00	3.76333333333333	0.34	5.67666666666667	0	2.03	9.78	"No perch - Control"	2017	10	12
12	"LAC 12"	"Mesure 1"	2017-02-06 18:15:00	1.3	0.226666666666667	2.31	0.0133333333333333	1.14333333333333	3.85333333333333	"No perch - Control"	2017	2	6
12	"LAC 12"	"Mesure 1"	2017-06-12 15:50:00	4.29333333333333	0.37	1.6	0	1.16	6.26666666666667	"No perch - Control"	2017	6	12
12	"LAC 12"	"Mesure 1"	2017-09-11 15:47:00	7.46333333333333	0.0666666666666667	2.78666666666667	0	1.39333333333333	10.3166666666667	"No perch - Control"	2017	9	11
12	"LAC 12"	"Mesure 1"	2017-08-21 16:42:40	8.20333333333333	0	3.21666666666667	0	1.31333333333333	11.42	"No perch - Control"	2017	8	21
12	"LAC 12"	"Mesure 1"	2017-03-15 14:48:00	1.81	0.136666666666667	1.20666666666667	0	1.20666666666667	3.15	"No perch - Control"	2017	3	15
12	"LAC 12"	"Mesure 1"	2017-02-22 12:30:40	3.66666666666667	0	2.67666666666667	0	1.05333333333333	6.34333333333333	"No perch - Control"	2017	2	22
12	"LAC 12"	"Mesure 1"	2017-05-17 16:41:00	3.78333333333333	0.893333333333333	1.53666666666667	0	1.15	6.21666666666667	"No perch - Control"	2017	5	17
12	"LAC 12"	"Mesure 1"	2017-04-11 14:30:00	8.81333333333333	0	0.566666666666667	0	1.32	9.38	"No perch - Control"	2017	4	11
12	"LAC 12"	"Mesure 1"	2017-11-13 12:18:00	2.09	0.583333333333333	2.4	0.85	2.14	5.93	"No perch - Control"	2017	11	13
12	"LAC 12"	"Mesure 1"	2017-12-15 14:23:00	7.56666666666667	0.693333333333333	6.01	0	1.68333333333333	14.27	"No perch - Control"	2017	12	15
13	"LAC 13"	"Mesure 1"	2017-09-11 15:49:00	7.59	0.29	1.23	0	1.47	9.11	"No perch - Control"	2017	9	11
13	"LAC 13"	"Mesure 1"	2017-08-21 16:44:20	22.9466666666667	0.603333333333333	0	0	3.51333333333333	23.5466666666667	"No perch - Control"	2017	8	21
13	"LAC 13"	"Mesure 1"	2017-10-12 12:18:00	4.27	0.666666666666667	4.41666666666667	0	2.24333333333333	9.35333333333333	"No perch - Control"	2017	10	12
13	"LAC 13"	"Mesure 1"	2017-05-17 16:43:00	9.60333333333333	1	11.9866666666667	0	1.58	22.59	"No perch - Control"	2017	5	17
13	"LAC 13"	"Mesure 1"	2017-02-22 12:33:00	27.82	0	0.29	0	1.33	28.1066666666667	"No perch - Control"	2017	2	22
13	"LAC 13"	"Mesure 1"	2017-06-12 15:52:00	3.92666666666667	1.33666666666667	3.96	0	1.77333333333333	9.22666666666667	"No perch - Control"	2017	6	12
13	"LAC 13"	"Mesure 1"	2017-04-11 14:32:20	20.2866666666667	1.16	5.12	0	2.56	26.5666666666667	"No perch - Control"	2017	4	11
13	"LAC 13"	"Mesure 1"	2017-11-13 12:20:00	0.45	1.49	6.54666666666667	0	3.39	8.48333333333333	"No perch - Control"	2017	11	13
13	"LAC 13"	"Mesure 1"	2017-02-06 18:17:40	30.1666666666667	0	0.793333333333333	0	1.26	30.9566666666667	"No perch - Control"	2017	2	6
